FID,Año,Claseaccid,Cód_Regi,Región,Comuna,Cód_Zona,Zona,Calle_Uno,Calle_Dos,Intersecci,Número,Ruta,Ubicaci_1,Siniestros,Fallecidos,Graves,Menos_grav,Leves,Ilesos
895,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,BALMACEDA,ESMERALDA,BALMACEDA - ESMERALDA,0, , ,1,0,0,0,1,1
896,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,CAMINO EL OLIVETO, ,- CAMINO EL OLIVETO,1309, , ,1,0,0,0,1,1
897,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,CONGUILLIO,CALAFQUEN,CALAFQUEN - CONGUILLIO,0, , ,1,0,0,0,1,1
898,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,ENRIQUE HERRERA BRICEÑO, ,- ENRIQUE HERRERA BRICEÑO,870, , ,1,0,1,0,0,1
899,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,ESMERALDA,BALMACEDA,BALMACEDA - ESMERALDA,0, , ,1,0,1,0,0,1
900,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,JOSE BRANCOLI,TOPACIO,JOSE BRANCOLI - TOPACIO,0, , ,1,0,0,0,1,1
901,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,MONSEÑOR LARRAIN,JANEQUEO,JANEQUEO - MONSEÑOR LARRAIN,0, , ,1,0,0,0,1,1
902,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,O'HIGGINS, ,- O'HIGGINS,1295, , ,1,0,0,0,1,1
903,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,O'HIGGINS,ARTURO PRAT,ARTURO PRAT - O'HIGGINS,0, , ,1,0,0,0,1,1
904,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,O'HIGGINS,LIBERTAD,LIBERTAD - O'HIGGINS,0, , ,1,0,0,1,0,1
905,2022,1,13,REGION METROPOLITANA,TALAGANTE,1,URBANA,O'HIGGINS,LOS PRESIDENTES,LOS PRESIDENTES - O'HIGGINS,0, , ,1,1,0,0,0,1
906,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,AGUSTIN DEL CASTILLO,FRANCISCO DE AGUIRRE,AGUSTIN DEL CASTILLO - FRANCISCO DE AGUIRRE,0, , ,1,0,1,0,0,1
907,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,AMERICO VESPUCIO NORTE,FRANCISCO DE AGUIRRE,AMERICO VESPUCIO NORTE - FRANCISCO DE AGUIRRE,0, , ,1,0,0,0,1,0
908,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,DAG HAMMARSKJOLD,PDTE KENNEDY,DAG HAMMARSKJOLD - PDTE KENNEDY,0, , ,1,0,0,0,1,1
909,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,FRANCISCO DE AGUIRRE,AMERICO VESPUCIO NORTE,AMERICO VESPUCIO NORTE - FRANCISCO DE AGUIRRE,0, , ,2,0,1,0,1,2
910,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,LAS HUALTATAS,LO MATTA,LAS HUALTATAS - LO MATTA,0, , ,1,0,1,0,0,0
911,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,LAS HUALTATAS,LUIS CARRERA,LAS HUALTATAS - LUIS CARRERA,0, , ,1,0,0,0,1,1
912,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,LUIS CARRERA, ,- LUIS CARRERA,2150, , ,1,0,1,0,0,1
913,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,NVA COSTANERA, ,- NVA COSTANERA,3026, , ,1,0,1,0,0,1
914,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,PDTE KENNEDY, ,- PDTE KENNEDY,5488, , ,1,0,1,0,0,1
915,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,PDTE KENNEDY,EL TAMARUGO,EL TAMARUGO - PDTE KENNEDY,0, , ,1,0,0,0,0,2
916,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,PEDRO DE ARBOLANCHA,GERONIMO DE ALDERETE,GERONIMO DE ALDERETE - PEDRO DE ARBOLANCHA,0, , ,1,0,0,0,0,2
917,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,PIO XI,LAS HUALTATAS,LAS HUALTATAS - PIO XI,0, , ,1,0,0,0,1,1
918,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,VITACURA,DETROIT,DETROIT - VITACURA,0, , ,1,0,1,0,0,1
919,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,VITACURA,LO BELTRAN,LO BELTRAN - VITACURA,0, , ,1,0,0,0,2,0
920,2022,1,13,REGION METROPOLITANA,VITACURA,1,URBANA,VITACURA,PADRE HURTADO NORTE,PADRE HURTADO NORTE - VITACURA,0, , ,1,0,1,0,0,1
921,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,LOS ESPINOS,MACUL,LOS ESPINOS - MACUL,0, , ,1,0,0,0,1,1
922,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,MACUL, ,- MACUL,5317, , ,1,0,0,1,0,1
923,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,MACUL,JUAN BAGYNKA EVANISCH,JUAN BAGYNKA EVANISCH - MACUL,0, , ,1,0,1,0,0,1
924,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,MACUL,LOS ESPINOS,LOS ESPINOS - MACUL,0, , ,1,0,0,1,0,1
925,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,MACUL,LOS OLMOS,LOS OLMOS - MACUL,0, , ,1,0,0,0,1,1
926,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,MACUL,LUIS DURAND,LUIS DURAND - MACUL,0, , ,1,0,1,0,0,1
927,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,MARATHON,AYSEN,AYSEN - MARATHON,0, , ,1,0,0,0,1,0
928,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,NICOMEDES GUZMAN,RAFAEL CORREA,NICOMEDES GUZMAN - RAFAEL CORREA,0, , ,1,0,0,0,2,0
929,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,PEDRO DE VALDIVIA,LOS OLMOS,LOS OLMOS - PEDRO DE VALDIVIA,0, , ,1,0,0,0,1,2
930,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,PSJE 6,PSJE 1,PSJE 1 - PSJE 6,0, , ,1,0,0,0,3,0
931,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,QUILIN,AMERICO VESPUCIO,AMERICO VESPUCIO - QUILIN,0, , ,1,0,1,0,1,0
932,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,QUILIN,PEATONES SAN VICENTE,PEATONES SAN VICENTE - QUILIN,0, , ,1,0,0,0,1,1
933,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,QUILIN,SAN VICENTE DE PAUL,QUILIN - SAN VICENTE DE PAUL,0, , ,1,0,1,0,0,0
934,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,RODRIGO DE ARAYA,AMERICO VESPUCIO,AMERICO VESPUCIO - RODRIGO DE ARAYA,0, , ,1,0,0,0,1,0
935,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,RODRIGO DE ARAYA,GRECIA,GRECIA - RODRIGO DE ARAYA,0, , ,1,0,1,0,0,1
936,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,RODRIGO DE ARAYA,VICUÑA MACKENNA,RODRIGO DE ARAYA - VICUÑA MACKENNA,0, , ,1,0,0,0,2,0
937,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,VICUÑA MACKENNA,ESC AGRICOLA,ESC AGRICOLA - VICUÑA MACKENNA,0, , ,1,0,0,0,1,1
938,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,VICUÑA MACKENNA,MONS CARLOS CASANUEVA,MONS CARLOS CASANUEVA - VICUÑA MACKENNA,0, , ,1,0,0,0,1,1
939,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,3 PONIENTE, ,- 3 PONIENTE,513, , ,1,0,0,0,1,1
940,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,3 PONIENTE,GRECIA,3 PONIENTE - GRECIA,0, , ,1,0,1,0,0,1
941,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,3 PONIENTE,MILETO,3 PONIENTE - MILETO,0, , ,1,1,0,0,1,0
942,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,3 PONIENTE,PORTALES,3 PONIENTE - PORTALES,0, , ,1,0,1,0,0,1
943,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,4 ALAMOS, ,- 4 ALAMOS,215, , ,1,0,0,0,1,0
944,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,4 PONIENTE,CAMINO A MELIPILLA,4 PONIENTE - CAMINO A MELIPILLA,0, , ,1,0,1,0,0,1
945,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,4 PONIENTE,CAMPANARIO,4 PONIENTE - CAMPANARIO,0, , ,1,0,1,0,0,1
946,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,4 PONIENTE,EL LIBANO,4 PONIENTE - EL LIBANO,0, , ,1,0,0,0,2,1
947,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,4 PONIENTE,GERMAN GARCES,4 PONIENTE - GERMAN GARCES,0, , ,1,0,1,0,0,1
948,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,5 DE ABRIL,FERROCARRIL,5 DE ABRIL - FERROCARRIL,0, , ,1,0,1,0,0,1
949,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,5 DE ABRIL,LOMA BLANCA,5 DE ABRIL - LOMA BLANCA,0, , ,1,0,0,0,1,1
950,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,5 DE ABRIL,LOS PAJARITOS,5 DE ABRIL - LOS PAJARITOS,0, , ,1,0,0,1,0,1
951,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,5 DE ABRIL,PRIMERA TRANSVERSAL,5 DE ABRIL - PRIMERA TRANSVERSAL,0, , ,1,0,0,0,1,1
952,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,ALBERTO LLONA,4 ALAMOS,4 ALAMOS - ALBERTO LLONA,0, , ,1,0,0,0,1,1
953,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,ALBERTO LLONA,5 DE ABRIL,5 DE ABRIL - ALBERTO LLONA,0, , ,1,0,0,0,1,1
954,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,ALC JOSE LUIS INFANTE LARRAIN,PARQUE SUR,ALC JOSE LUIS INFANTE LARRAIN - PARQUE SUR,0, , ,2,0,2,0,0,2
955,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,ALFONSO VIAL,VIOLETA PARRA,ALFONSO VIAL - VIOLETA PARRA,0, , ,1,0,1,0,0,1
956,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,ALFREDO SILVA CARVALLO,LUIS ITIER DUPRE,ALFREDO SILVA CARVALLO - LUIS ITIER DUPRE,0, , ,1,0,0,0,1,1
957,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,AMERICO VESPUCIO, ,- AMERICO VESPUCIO,399, , ,1,0,0,0,1,1
958,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,AMERICO VESPUCIO, ,- AMERICO VESPUCIO,974, , ,1,0,0,0,1,0
959,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,AMERICO VESPUCIO, ,- AMERICO VESPUCIO,1001, , ,1,0,0,1,0,1
960,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,AMERICO VESPUCIO,2 NORTE,2 NORTE - AMERICO VESPUCIO,0, , ,1,0,0,0,1,2
961,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,ARGENTINA,HNOS CARRERA,ARGENTINA - HNOS CARRERA,0, , ,1,0,1,0,0,1
962,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,ARGENTINA,SAN MARTIN,ARGENTINA - SAN MARTIN,0, , ,1,0,0,0,2,1
963,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,ARQTO HUGO BRAVO,LOS PAJARITOS,ARQTO HUGO BRAVO - LOS PAJARITOS,0, , ,2,0,1,0,1,2
964,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,ARQTO HUGO BRAVO,TOMAS MORO,ARQTO HUGO BRAVO - TOMAS MORO,0, , ,1,0,0,0,1,1
965,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,AUTOPISTA EL SOL, ,- AUTOPISTA EL SOL,8900, , ,1,1,0,0,0,1
966,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A LONQUEN, ,- CAMINO A LONQUEN,9521, , ,1,0,0,0,1,1
967,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A LONQUEN,ESDRAS,CAMINO A LONQUEN - ESDRAS,0, , ,1,0,0,0,1,1
968,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A MELIPILLA, ,- CAMINO A MELIPILLA,9070, , ,2,0,1,0,1,2
969,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A MELIPILLA, ,- CAMINO A MELIPILLA,9236, , ,1,0,0,0,1,1
970,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A MELIPILLA, ,- CAMINO A MELIPILLA,17800, , ,1,0,1,0,0,1
971,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A MELIPILLA, ,- CAMINO A MELIPILLA,18500, , ,1,0,0,1,0,1
972,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A MELIPILLA,EGIPTO,CAMINO A MELIPILLA - EGIPTO,0, , ,1,0,0,1,0,1
973,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A MELIPILLA,EL BOSQUE,CAMINO A MELIPILLA - EL BOSQUE,0, , ,1,0,0,1,0,1
974,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A MELIPILLA,ESDRAS,CAMINO A MELIPILLA - ESDRAS,0, , ,1,0,1,0,0,1
975,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A MELIPILLA,JACQUES COUSTEAU,CAMINO A MELIPILLA - JACQUES COUSTEAU,0, , ,1,0,0,0,3,0
976,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A MELIPILLA,STA MARTA,CAMINO A MELIPILLA - STA MARTA,0, , ,1,0,0,0,1,1
977,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMINO A RINCONADA, ,- CAMINO A RINCONADA,1201, , ,3,0,0,1,2,3
978,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CAMPANARIO, ,- CAMPANARIO,2518, , ,1,0,0,0,1,0
979,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,CHACABUCO,MONUMENTO,CHACABUCO - MONUMENTO,0, , ,1,0,1,0,0,1
980,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,DEL REY,GRECIA,DEL REY - GRECIA,0, , ,1,0,0,0,1,1
981,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,DEL REY,NVA SAN MARTIN,DEL REY - NVA SAN MARTIN,0, , ,1,0,1,0,0,1
982,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,DR LIVINGSTONE,SIMON BOLIVAR,DR LIVINGSTONE - SIMON BOLIVAR,0, , ,1,0,0,0,2,1
983,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,EL BOSQUE,CAPELLAN FLORENCIO INFANTE,CAPELLAN FLORENCIO INFANTE - EL BOSQUE,0, , ,1,0,0,0,1,1
984,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,EL CONQUISTADOR, ,- EL CONQUISTADOR,1561, , ,1,0,0,0,0,2
985,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,EL CONQUISTADOR,CONCEJALA HILDA PORRAS,CONCEJALA HILDA PORRAS - EL CONQUISTADOR,0, , ,1,0,0,0,0,2
986,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,EL CONQUISTADOR,SAN JOSE,EL CONQUISTADOR - SAN JOSE,0, , ,1,0,0,0,2,1
987,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,EL DESCANSO,SAN JUAN DE LA CRUZ,EL DESCANSO - SAN JUAN DE LA CRUZ,0, , ,1,0,0,1,0,2
988,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,EL OLIMPO,CAMINO A RINCONADA,CAMINO A RINCONADA - EL OLIMPO,0, , ,1,0,1,0,0,1
989,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,EL OLIMPO,CRNEL RAMON FREIRE,CRNEL RAMON FREIRE - EL OLIMPO,0, , ,1,0,0,0,1,1
990,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,ESQUINA BLANCA,SEGUNDA TRANSVERSAL,ESQUINA BLANCA - SEGUNDA TRANSVERSAL,0, , ,1,0,1,0,0,1
991,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,FERROCARRIL,RENZO PECHENINNO,FERROCARRIL - RENZO PECHENINNO,0, , ,1,0,0,0,1,1
992,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,GALICIA, ,- GALICIA,3074, , ,1,0,0,0,1,1
993,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,GRAL ORDONEZ,LOS PAJARITOS,GRAL ORDONEZ - LOS PAJARITOS,0, , ,1,0,0,0,2,0
994,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,GRAL ORDONEZ,MONUMENTO,GRAL ORDONEZ - MONUMENTO,0, , ,1,0,1,0,0,1
995,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,HERMOGENES PEREZ DE ARCE,LOS DIAMANTES,HERMOGENES PEREZ DE ARCE - LOS DIAMANTES,0, , ,1,0,0,0,1,1
996,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,HNOS CARRERA,CARMEN LUISA CORREA,CARMEN LUISA CORREA - HNOS CARRERA,0, , ,1,0,0,0,1,1
997,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,HNOS CARRERA,LIBER BERNARDO O`HIGGINS,HNOS CARRERA - LIBER BERNARDO O`HIGGINS,0, , ,1,0,0,0,1,1
998,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,JOSE MANUEL BORGONO,MAR CANTABRICO,JOSE MANUEL BORGONO - MAR CANTABRICO,0, , ,2,0,0,0,2,2
999,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LA CANDELARIA,LAS NACIONES,LA CANDELARIA - LAS NACIONES,0, , ,1,0,0,0,1,1
1000,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LA GALAXIA,PORTALES,LA GALAXIA - PORTALES,0, , ,1,0,0,1,0,1
1001,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LA SINFONIA,CAMPO DE BATALLA,CAMPO DE BATALLA - LA SINFONIA,0, , ,1,1,0,0,0,3
1002,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LAGO CAREZZA,PARQUE SUR,LAGO CAREZZA - PARQUE SUR,0, , ,1,0,0,0,2,1
1003,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LAS GOLONDRINAS ORIENTE,LOS MINISTROS,LAS GOLONDRINAS ORIENTE - LOS MINISTROS,0, , ,1,0,0,0,0,2
1004,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LAS NACIONES, ,- LAS NACIONES,2055, , ,1,0,1,0,0,1
1005,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LAS PARCELAS,GANDHI,GANDHI - LAS PARCELAS,0, , ,1,0,0,0,1,1
1006,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LAS PARCELAS,LOS PAJARITOS,LAS PARCELAS - LOS PAJARITOS,0, , ,1,0,0,0,1,2
1007,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LIBER BERNARDO O`HIGGINS,QUO VADIS,LIBER BERNARDO O`HIGGINS - QUO VADIS,0, , ,1,0,1,0,0,1
1008,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LONGITUDINAL, ,- LONGITUDINAL,1081, , ,1,0,1,0,0,2
1009,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LONGITUDINAL,ARQTO HUGO BRAVO,ARQTO HUGO BRAVO - LONGITUDINAL,0, , ,1,1,0,0,0,1
1010,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LONGITUDINAL,EL COLIBRI DORADO,EL COLIBRI DORADO - LONGITUDINAL,0, , ,1,0,0,0,1,1
1011,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS DIAMANTES,NVA SAN MARTIN,LOS DIAMANTES - NVA SAN MARTIN,0, , ,1,0,0,0,1,1
1012,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS MARES,AMERICO VESPUCIO,AMERICO VESPUCIO - LOS MARES,0, , ,1,0,0,0,1,1
1013,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS PAJARITOS, ,- LOS PAJARITOS,2100, , ,1,1,0,0,0,1
1014,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS PAJARITOS, ,- LOS PAJARITOS,4500, , ,1,0,0,0,1,1
1015,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS PAJARITOS,5 DE ABRIL,5 DE ABRIL - LOS PAJARITOS,0, , ,3,0,2,0,1,3
1016,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS PAJARITOS,CHACABUCO,CHACABUCO - LOS PAJARITOS,0, , ,3,0,2,0,1,2
1017,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS PAJARITOS,LA COLONIA,LA COLONIA - LOS PAJARITOS,0, , ,1,0,0,0,1,1
1018,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS PAJARITOS,LIBERTAD,LIBERTAD - LOS PAJARITOS,0, , ,2,0,0,0,3,2
1019,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS PAJARITOS,MAIPU,LOS PAJARITOS - MAIPU,0, , ,1,0,1,0,0,1
1020,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS PAJARITOS,PROVIDENCIA,LOS PAJARITOS - PROVIDENCIA,0, , ,1,0,0,0,1,1
1021,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOS PAJARITOS,SUR,LOS PAJARITOS - SUR,0, , ,1,0,1,0,0,1
1022,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LOURDEN, ,- LOURDEN,903, , ,1,0,0,0,1,1
1023,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LUIS GANDARILLAS,PRIMERA TRANSVERSAL,LUIS GANDARILLAS - PRIMERA TRANSVERSAL,0, , ,1,0,1,0,0,1
1024,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LUMEN,ALASKA,ALASKA - LUMEN,0, , ,1,0,1,0,0,0
1025,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LUMEN,MIRADOR DE SAN MARTIN,LUMEN - MIRADOR DE SAN MARTIN,0, , ,1,0,0,0,0,2
1026,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,LUMEN,VOLCAN TACORA,LUMEN - VOLCAN TACORA,0, , ,1,0,0,0,1,0
1027,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,MICHIMALONGO, ,- MICHIMALONGO,2480, , ,1,0,1,0,0,1
1028,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,NVA SAN MARTIN, ,- NVA SAN MARTIN,1710, , ,1,0,0,0,1,0
1029,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,NVA SAN MARTIN,3 PONIENTE,3 PONIENTE - NVA SAN MARTIN,0, , ,1,0,0,0,2,1
1030,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,PARQUE CENTRAL ORIENTE,LAGO DE LUGANO,LAGO DE LUGANO - PARQUE CENTRAL ORIENTE,0, , ,1,0,0,0,0,2
1031,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,PORTALES,EL CARMEN,EL CARMEN - PORTALES,0, , ,1,0,0,0,1,1
1032,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,PORTALES,EL OLIMPO,EL OLIMPO - PORTALES,0, , ,1,0,0,0,1,1
1033,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,PORTALES,LAS NACIONES,LAS NACIONES - PORTALES,0, , ,1,0,0,0,1,1
1034,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,PRIMERA TRANSVERSAL,1 SUR,1 SUR - PRIMERA TRANSVERSAL,0, , ,1,0,1,0,0,1
1035,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,PRIMERA TRANSVERSAL,LOS HEROES,LOS HEROES - PRIMERA TRANSVERSAL,0, , ,1,0,0,1,1,0
1036,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,SEGUNDA TRANSVERSAL,4 ALAMOS,4 ALAMOS - SEGUNDA TRANSVERSAL,0, , ,1,0,0,0,1,1
1037,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,SEGUNDA TRANSVERSAL,CENTRAL GONZALO PEREZ LLONA,CENTRAL GONZALO PEREZ LLONA - SEGUNDA TRANSVERSAL,0, , ,1,0,1,0,0,1
1038,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,SIMON BOLIVAR,STA CORINA,SIMON BOLIVAR - STA CORINA,0, , ,1,0,1,0,0,1
1039,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,STA CORINA, ,- STA CORINA,660, , ,1,0,1,0,0,1
1040,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,STA CORINA, ,- STA CORINA,779, , ,1,0,1,0,0,1
1041,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,STA CORINA,VOLTAIRE,STA CORINA - VOLTAIRE,0, , ,1,0,0,0,2,1
1042,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,SUR,EL CARMEN,EL CARMEN - SUR,0, , ,1,0,0,1,0,1
1043,2022,1,13,REGION METROPOLITANA,MAIPU,1,URBANA,URMENETA, ,- URMENETA,246, , ,1,0,0,0,1,1
1044,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,ALCALDE,VICUÑA MACKENNA,ALCALDE - VICUÑA MACKENNA,0, , ,1,0,0,0,2,1
1045,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,BARCELO LIRA,PABLO NERUDA,BARCELO LIRA - PABLO NERUDA,0, , ,1,0,0,0,1,1
1046,2022,1,13,REGION METROPOLITANA,MELIPILLA,2,RURAL,CAMINO EL DIBUJO, ,- CAMINO EL DIBUJO,13, , ,1,0,0,0,1,0
1047,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,CAMINO VIEJO,ORTUZAR,CAMINO VIEJO - ORTUZAR,0, , ,1,0,2,2,0,1
