X,Y,FID,Idaccident,Latitude,Longitude,Fecha,Hora,Cód_Regi,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa,Causa__CON,Calle_Uno,Calle_Dos,Intersecci,Número,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Lesionados,Graves,Menos_Grav,Leves
-7867922.45990508,-3975739.60949257,51,1571686,-33.603907,-70.67875,2023/11/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN BERNARDO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LENKA FRANULIC,GUSTAVO CAMPAÑA GANDARILLAS,GUSTAVO CAMPAÑA GANDARILLAS - LENKA FRANULIC,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7858928.40164644,-3955834.3605856,52,1572015,-33.454849,-70.597955,2023/11/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ÑUÑOA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,IRARRAZAVAL,JOSE PEDRO ALESSANDRI,IRARRAZAVAL - JOSE PEDRO ALESSANDRI,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7872527.52460022,-3953414.94513666,53,1571125,-33.436714,-70.720118,2023/11/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,QUINTA NORMAL,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,CAMINO DE LOYOLA, ,- CAMINO DE LOYOLA,6025,BIDIRECCIONAL,CONCRETO,REGULAR,SECO,DESPEJADO,0,1,0,0,1
-7875115.92540015,-3943146.56106164,54,1571223,-33.359704,-70.74337,2023/11/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,PDTE BALMACEDA, ,- PDTE BALMACEDA,145,UNIDIRECCIONAL,ASFALTO,BUENO,MOJADO,DESPEJADO,1,0,0,0,0
-7869602.60497963,-3900421.02006304,55,1571189,-33.038543,-70.693843,2023/11/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,COLINA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,GRAL SAN MARTIN, ,- GRAL SAN MARTIN,41,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7865798.92929871,-3964612.80920972,56,1570983,-33.520617,-70.659674,2023/11/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA CISTERNA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,GRAN AVDA JOSE MIGUEL CARRERA,GRAL FREIRE,GRAL FREIRE - GRAN AVDA JOSE MIGUEL CARRERA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7875420.71816594,-3943889.35025283,57,1571005,-33.365277,-70.746108,2023/11/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,QUILICURA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR, ,SAN LUIS,- SAN LUIS,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7866549.00002768,-3952791.32890218,58,1573710,-33.432039,-70.666412,2023/11/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,MAPOCHO,GRAL BAQUEDANO,GRAL BAQUEDANO - MAPOCHO,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7873870.37161766,-3942904.39514472,59,1570755,-33.357887,-70.732181,2023/11/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,QUILICURA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LO MARCOLETA,DEL RODEO,DEL RODEO - LO MARCOLETA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7859533.64571788,-3966215.10716512,60,1572133,-33.532616,-70.603392,2023/11/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,STA RAQUEL,STA JULIA,STA JULIA - STA RAQUEL,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7873222.04690328,-3862826.10399466,61,1582573,-32.754976,-70.726357,2023/11/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,LIBER BERNARDO O'HIGGINS,DIECIOCHO,DIECIOCHO - LIBER BERNARDO O'HIGGINS,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,HUMEDO,DESPEJADO,0,1,1,0,0
-7865440.81449683,-3956590.64008615,62,1573706,-33.460517,-70.656457,2023/11/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,MANUEL ANTONIO MATTA,VIEL,MANUEL ANTONIO MATTA - VIEL,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7870782.36894306,-3958040.62540259,63,1572247,-33.471383,-70.704441,2023/11/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ESTACION CENTRAL,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,LAS REJAS SUR,COLU,COLU - LAS REJAS SUR,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7857185.80633756,-3976279.59050773,64,1571247,-33.607947,-70.582301,2023/11/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,COQUIMBO,GANDARILLAS,COQUIMBO - GANDARILLAS,0,BIDIRECCIONAL,ASFALTO,BUENO,MOJADO,LLUVIA,0,1,0,1,0
-7867478.96305376,-3964132.39015541,65,1576870,-33.517019,-70.674766,2023/11/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO ESPEJO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR, ,JOSE JOAQUIN PRIETO VIAL,- JOSE JOAQUIN PRIETO VIAL,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7871825.20993281,-3955269.05126438,66,1573659,-33.450612,-70.713809,2023/11/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO PRADO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,ISLA DECEPCION,DORSAL,DORSAL - ISLA DECEPCION,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,LLUVIA,0,1,0,0,1
-7872865.37925478,-3954411.86713873,67,1573661,-33.444187,-70.723153,2023/11/11 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO PRADO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,SAN PABLO,NEPTUNO,NEPTUNO - SAN PABLO,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,LLUVIA,0,1,0,0,1
-7873736.34295074,-3954554.61557496,68,1573663,-33.445257,-70.730977,2023/11/11 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO PRADO,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SEÑALIZACION,CONDUCIR VEHICULO EN RETROCESO,IMPRUDENCIA DEL CONDUCTOR,LAS TORRES,YENDEGALA,LAS TORRES - YENDEGALA,0,BIDIRECCIONAL,ASFALTO,BUENO,MOJADO,LLUVIA,0,1,0,0,1
-7864178.22883225,-3954046.19903658,69,1573712,-33.441446,-70.645115,2023/11/11 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,MONEDA,MIRAFLORES,MIRAFLORES - MONEDA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,1,0,1,0
-7872709.0866897,-3953836.75552811,70,1584122,-33.439876,-70.721749,2023/11/11 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO PRADO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,LAGO RANCO, ,- LAGO RANCO,6078,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7889269.86469604,-3995034.11345512,71,1571210,-33.748146,-70.870517,2023/11/11 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ISLA DE MAIPO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,LAS FRUTAS,LAS SULTANIAS,LAS FRUTAS - LAS SULTANIAS,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7855875.35329194,-3949800.70548022,72,1571331,-33.409616,-70.570529,2023/11/11 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LAS CONDES,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,ROSARIO SUR,APOQUINDO,APOQUINDO - ROSARIO SUR,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,1,1,0,0
-7862836.16105125,-3957614.79179286,73,1571104,-33.468192,-70.633059,2023/11/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,ÑUBLE, ,- ÑUBLE,382,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,1,0,0,0,0
-7870840.03243929,-3957153.61206177,74,1571953,-33.464736,-70.704959,2023/11/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ESTACION CENTRAL,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER OTRA,DESOBEDIENCIA A SEÑALIZACION,5 DE ABRIL,LAS REJAS SUR,5 DE ABRIL - LAS REJAS SUR,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7860208.57579056,-3952711.82858377,75,1571937,-33.431443,-70.609455,2023/11/13 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PROVIDENCIA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PEDRO DE VALDIVIA,ELIODORO YAÑEZ,ELIODORO YAÑEZ - PEDRO DE VALDIVIA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7870139.38756423,-3977075.57401197,76,1576901,-33.613902,-70.698665,2023/11/13 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN BERNARDO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,FAISANES,JOSE NUEZ MARTIN,FAISANES - JOSE NUEZ MARTIN,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,0,0,1
-7856890.69836747,-3973787.33477663,77,1573341,-33.589299,-70.57965,2023/11/13 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CONCHA Y TORO,ANGEL PIMENTEL,ANGEL PIMENTEL - CONCHA Y TORO,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7879281.94602359,-3963443.44161651,78,1575169,-33.511859,-70.780794,2023/11/13 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,DE LO INFANTE,TANGO,DE LO INFANTE - TANGO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7860208.57579056,-3952711.82858377,79,1572570,-33.431443,-70.609455,2023/11/14 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PROVIDENCIA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,DIEGO DE ALMAGRO,LAS AMAPOLAS,DIEGO DE ALMAGRO - LAS AMAPOLAS,0,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-7851293.99964835,-3945718.86979574,80,1572967,-33.379002,-70.529374,2023/11/14 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,VITACURA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,LAS CONDES, ,- LAS CONDES,11070,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7876206.07717348,-3963248.24700035,81,1575174,-33.510397,-70.753163,2023/11/14 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PRIMERA TRANSVERSAL,5 DE ABRIL,5 DE ABRIL - PRIMERA TRANSVERSAL,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7870948.34630383,-3964459.52158194,82,1571954,-33.519469,-70.705932,2023/11/14 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,CERRILLOS,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,GRAL VELASQUEZ,AMERICO VESPUCIO,AMERICO VESPUCIO - GRAL VELASQUEZ,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,1,1,0,0
-7858593.32997915,-3951370.27634945,83,1572145,-33.421385,-70.594945,2023/11/15 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LAS CONDES,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PDTE ERRAZURIZ,UNAMUNO,PDTE ERRAZURIZ - UNAMUNO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,1,1
-7880545.53356359,-3963863.74874477,84,1573748,-33.515007,-70.792145,2023/11/15 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,EL DESCANSO,ROSA DE LOS VIENTOS,EL DESCANSO - ROSA DE LOS VIENTOS,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7868916.32031889,-3976757.57501362,85,1576966,-33.611523,-70.687678,2023/11/15 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN BERNARDO,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SEÑALIZACION,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LOS SUSPIROS,CAMINO LAS FLORES,CAMINO LAS FLORES - LOS SUSPIROS,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,0,1,0
-7871388.94884839,-3951625.55677629,86,1573310,-33.423299,-70.70989,2023/11/16 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,QUINTA NORMAL,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SALVADOR GUTIERREZ,CATAMARCA,CATAMARCA - SALVADOR GUTIERREZ,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7853828.63313422,-3947969.20821488,87,1572367,-33.395881,-70.552143,2023/11/16 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LAS CONDES,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,LAS CONDES,LAS AZALEAS,LAS AZALEAS - LAS CONDES,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7867259.77497639,-3986668.99568314,88,1573947,-33.685641,-70.672797,2023/11/16 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,BUIN,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,CAMINO PADRE HURTADO, ,- CAMINO PADRE HURTADO,5696,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7871673.48146685,-3948840.5834396,89,1573058,-33.402416,-70.712446,2023/11/17 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,RENCA,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,JOSE MANUEL BALMACEDA,IGNACIO CARRERA PINTO,IGNACIO CARRERA PINTO - JOSE MANUEL BALMACEDA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7860904.76788599,-3961664.64898008,90,1573089,-33.498535,-70.615709,2023/11/17 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN JOAQUIN,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,VICUÑA MACKENNA,RAQUEL,RAQUEL - VICUÑA MACKENNA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,2,1,1,0
-7853143.12770992,-3947412.14910228,91,1572368,-33.391703,-70.545985,2023/11/17 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LAS CONDES,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PDTE KENNEDY, ,- PDTE KENNEDY,9001,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,1,1,0,0
-7865844.57028994,-3971718.08137126,92,1573628,-33.573813,-70.660084,2023/11/17 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,EL BOSQUE,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LO MARTINEZ,SAN FRANCISCO,LO MARTINEZ - SAN FRANCISCO,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7861141.21048443,-3978173.33283225,93,1574489,-33.622114,-70.617833,2023/11/18 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,SGTO MENADIER,9 DE AGOSTO,9 DE AGOSTO - SGTO MENADIER,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7858501.49139925,-3955884.12834148,94,1573106,-33.455222,-70.59412,2023/11/18 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ÑUÑOA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,IRARRAZAVAL,JORGE WASHINGTON,IRARRAZAVAL - JORGE WASHINGTON,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,1,0,1
-7873819.72124935,-4002745.91156154,95,1575715,-33.805729,-70.731726,2023/11/19 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PAINE,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,BENITO DEL VILLAR, ,- BENITO DEL VILLAR,174,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7866240.4223992,-3966646.86694339,96,1572537,-33.535849,-70.66364,2023/11/19 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA CISTERNA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,GRAN AVDA JOSE MIGUEL CARRERA, ,- GRAN AVDA JOSE MIGUEL CARRERA,8702,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,1,0,0,0,0
-7874632.01957367,-3943173.61678627,97,1573049,-33.359907,-70.739023,2023/11/20 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,QUILICURA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LO BASCUÑAN,PAULA JARAQUEMADA,LO BASCUÑAN - PAULA JARAQUEMADA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7858465.64652321,-3951212.8962364,98,1581631,-33.420205,-70.593798,2023/11/20 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LAS CONDES,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CALLAO,SAN CRESCENTE,CALLAO - SAN CRESCENTE,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7875201.19613009,-3961453.86604829,99,1575230,-33.496956,-70.744136,2023/11/20 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,CARIBU,SEGUNDA TRANSVERSAL,CARIBU - SEGUNDA TRANSVERSAL,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7876483.59666403,-3963292.03866558,100,1575223,-33.510725,-70.755656,2023/11/20 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,5 DE ABRIL,ALBERTO LLONA,5 DE ABRIL - ALBERTO LLONA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7927688.89263658,-3987242.66929801,101,1573371,-33.689929,-71.215641,2023/11/20 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MELIPILLA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,ORTUZAR, ,- ORTUZAR,812,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
