X,Y,FID,Región,Comuna,Tipo__CONA,Calle_Uno,Calle_Dos,Número,Latitude,Longitude,Cant__Sini,Fallecidos,Lesionados,Graves,Menos_grav,Leves
-7859290.52394999,-3973718.78130266,148,REGION METROPOLITANA,PUENTE ALTO,COLISION,CRETA,-,2662,-33.588786,-70.601208,1,0,0,0,0,0
-7859553.01530928,-3972211.2424461,149,REGION METROPOLITANA,PUENTE ALTO,COLISION,CRETA,-,3715,-33.577504,-70.603566,1,0,0,0,0,0
-7859542.77391613,-3972413.2695444,150,REGION METROPOLITANA,PUENTE ALTO,COLISION,CRETA,PEDRO NUÑEZ FERNANDEZ,-,-33.579016,-70.603474,1,0,1,0,0,1
-7860348.61570998,-3977995.93583421,151,REGION METROPOLITANA,PUENTE ALTO,COLISION,DEL ARQUITECTO,SGTO MENADIER,-,-33.620787,-70.610713,1,0,1,1,0,0
-7857009.47626415,-3975677.32618123,152,REGION METROPOLITANA,PUENTE ALTO,COLISION,DOMINGO TOCORNAL,ACCESO SUR,-,-33.603441,-70.580717,1,0,0,0,0,0
-7858350.54216973,-3975856.95965042,153,REGION METROPOLITANA,PUENTE ALTO,COLISION,DOMINGO TOCORNAL,EJERCITO LIBERTADOR,-,-33.604785,-70.592764,2,0,1,0,0,1
-7857787.04290734,-3975764.60310485,154,REGION METROPOLITANA,PUENTE ALTO,COLISION,DOMINGO TOCORNAL,JUAN DE DIOS MALEBRAN,-,-33.604094,-70.587702,1,0,1,0,1,0
-7857468.55784418,-3975742.54991473,155,REGION METROPOLITANA,PUENTE ALTO,COLISION,DOMINGO TOCORNAL,LA ARAUCARIA,-,-33.603929,-70.584841,1,0,0,0,0,0
-7855991.90479881,-3975500.10126135,156,REGION METROPOLITANA,PUENTE ALTO,COLISION,DOMINGO TOCORNAL,NEMESIO VICUÑA,-,-33.602115,-70.571576,1,0,1,0,0,1
-7855298.16173218,-3975402.00055443,157,REGION METROPOLITANA,PUENTE ALTO,COLISION,DOMINGO TOCORNAL,NONATO COO,-,-33.601381,-70.565344,1,0,1,0,0,1
-7856314.17472465,-3975565.99225945,158,REGION METROPOLITANA,PUENTE ALTO,COLISION,DOMINGO TOCORNAL,STA ELENA,-,-33.602608,-70.574471,1,0,1,0,1,0
-7854693.80821667,-3975737.73831522,159,REGION METROPOLITANA,PUENTE ALTO,COLISION,EDUARDO CORDERO,CALLE 1,-,-33.603893,-70.559915,1,0,0,0,0,0
-7856322.52368646,-3975975.38026937,160,REGION METROPOLITANA,PUENTE ALTO,COLISION,EDUARDO CORDERO,LOS BOLDOS,-,-33.605671,-70.574546,1,0,1,1,0,0
-7858780.2354042,-3973633.92522791,161,REGION METROPOLITANA,PUENTE ALTO,COLISION,EJERCITO LIBERTADOR,CHILOE,-,-33.588151,-70.596624,1,0,0,0,0,0
-7858350.54216973,-3975856.95965042,162,REGION METROPOLITANA,PUENTE ALTO,COLISION,EJERCITO LIBERTADOR,DOMINGO TOCORNAL,-,-33.604785,-70.592764,2,0,0,0,0,0
-7858135.13895505,-3977140.40464524,163,REGION METROPOLITANA,PUENTE ALTO,COLISION,EJERCITO LIBERTADOR,EYZAGUIRRE,-,-33.614387,-70.590829,1,0,0,0,0,0
-7858889.55114415,-3972734.22198751,164,REGION METROPOLITANA,PUENTE ALTO,COLISION,EJERCITO LIBERTADOR,GABRIELA PONIENTE,-,-33.581418,-70.597606,1,0,0,0,0,0
-7858960.57297928,-3972392.02446477,165,REGION METROPOLITANA,PUENTE ALTO,COLISION,EJERCITO LIBERTADOR,PORVENIR,-,-33.578857,-70.598244,1,0,1,0,0,1
-7858151.72555918,-3977023.1750863,166,REGION METROPOLITANA,PUENTE ALTO,COLISION,EJERCITO LIBERTADOR,RAFAEL ALBERTI,-,-33.61351,-70.590978,1,0,0,0,0,0
-7861194.86647899,-3979637.53055599,167,REGION METROPOLITANA,PUENTE ALTO,COLISION,EL CONCRETERO,ACCESO SUR,-,-33.633066,-70.618315,1,0,1,0,0,1
-7859666.67250938,-3973620.02759959,168,REGION METROPOLITANA,PUENTE ALTO,COLISION,EL DINTEL,LA LLAMA,-,-33.588047,-70.604587,1,0,0,0,0,0
-7855972.75784639,-3971618.00872284,169,REGION METROPOLITANA,PUENTE ALTO,COLISION,EL LABRADOR,NONATO COO,-,-33.573064,-70.571404,1,0,0,0,0,0
-7856609.39401424,-3975600.47491977,170,REGION METROPOLITANA,PUENTE ALTO,COLISION,EL PEÑON,MEXICO,-,-33.602866,-70.577123,1,0,0,0,0,0
-7856478.25965408,-3972566.66285323,171,REGION METROPOLITANA,PUENTE ALTO,COLISION,EL PEÑON,NEMESIO VICUÑA,-,-33.580164,-70.575945,1,0,0,0,0,0
-7853159.0463971,-3971685.74805746,172,REGION METROPOLITANA,PUENTE ALTO,COLISION,EL PERAL,CERRO LOMA LARGA,-,-33.573571,-70.546128,1,0,0,0,0,0
-7854667.87077531,-3971461.55509383,173,REGION METROPOLITANA,PUENTE ALTO,COLISION,EL PERAL,NEVADO 3 CRUCES,-,-33.571893,-70.559682,1,0,0,0,0,0
-7851326.95021762,-3976578.19483505,174,REGION METROPOLITANA,PUENTE ALTO,COLISION,EL VOLCAN,EL MAITEN,-,-33.610181,-70.52967,1,0,0,0,0,0
-7857494.49528554,-3976358.71856426,175,REGION METROPOLITANA,PUENTE ALTO,COLISION,ERNESTO ALVEAR,-,536,-33.608539,-70.585074,1,0,0,0,0,0
-7856908.06420804,-3976065.19897698,176,REGION METROPOLITANA,PUENTE ALTO,COLISION,ERNESTO ALVEAR,TOCORNAL GREZ,-,-33.606343,-70.579806,1,0,1,1,0,0
-7852228.08149559,-3977032.93303145,177,REGION METROPOLITANA,PUENTE ALTO,COLISION,EYZAGUIRRE,-,2225,-33.613583,-70.537765,1,0,0,0,0,0
-7861891.39253289,-3977689.27406833,178,REGION METROPOLITANA,PUENTE ALTO,COLISION,EYZAGUIRRE,-,3892,-33.618493,-70.624572,1,0,1,0,0,1
-7851965.47881681,-3975381.28457188,179,REGION METROPOLITANA,PUENTE ALTO,COLISION,EYZAGUIRRE,-,4760,-33.601226,-70.535406,1,0,1,0,0,1
-7856670.17445621,-3976406.03526307,180,REGION METROPOLITANA,PUENTE ALTO,COLISION,EYZAGUIRRE,DOMINGO TOCORNAL,-,-33.608893,-70.577669,1,0,1,0,1,0
-7857700.21370452,-3977087.33706886,181,REGION METROPOLITANA,PUENTE ALTO,COLISION,EYZAGUIRRE,ERNESTO ALVEAR,-,-33.61399,-70.586922,1,0,0,0,0,0
-7855574.34538884,-3976846.73147664,182,REGION METROPOLITANA,PUENTE ALTO,COLISION,EYZAGUIRRE,EYZAGUIRRE,-,-33.61219,-70.567825,1,0,0,0,0,0
-7852316.80312976,-3976846.06313477,183,REGION METROPOLITANA,PUENTE ALTO,COLISION,EYZAGUIRRE,LOMAS DE EYZAGUIRRE,-,-33.612185,-70.538562,1,0,0,0,0,0
-7853124.87131343,-3976690.07320291,184,REGION METROPOLITANA,PUENTE ALTO,COLISION,EYZAGUIRRE,LOMAS DEL PARQUE,-,-33.611018,-70.545821,1,0,1,1,0,0
-7855182.94605921,-3973572.85596689,185,REGION METROPOLITANA,PUENTE ALTO,COLISION,EYZAGUIRRE,STA CLAUDIA,-,-33.587694,-70.564309,1,0,0,0,0,0
-7854105.15074935,-3971786.35573248,186,REGION METROPOLITANA,PUENTE ALTO,COLISION,GABRIELA ORIENTE,CAMILO HENRIQUEZ,-,-33.574324,-70.554627,1,0,1,0,1,0
-7855835.72355322,-3972093.9293929,187,REGION METROPOLITANA,PUENTE ALTO,COLISION,GABRIELA ORIENTE,NONATO COO,-,-33.576626,-70.570173,1,0,0,0,0,0
-7854434.43380312,-3971917.56121689,188,REGION METROPOLITANA,PUENTE ALTO,COLISION,GABRIELA ORIENTE,OSCAR CASTRO,-,-33.575306,-70.557585,1,0,1,1,0,0
-7859812.05576436,-3972874.2573263,189,REGION METROPOLITANA,PUENTE ALTO,COLISION,GABRIELA PONIENTE,-,3960,-33.582466,-70.605893,3,0,2,1,0,1
-7857749.08296098,-3972551.02946966,190,REGION METROPOLITANA,PUENTE ALTO,COLISION,GABRIELA PONIENTE,COQUIMBO,-,-33.580047,-70.587361,1,0,1,0,1,0
-7859473.64451235,-3972822.81284868,191,REGION METROPOLITANA,PUENTE ALTO,COLISION,GABRIELA PONIENTE,CRETA,-,-33.582081,-70.602853,1,0,1,0,0,1
-7859775.20901291,-3972876.79615061,192,REGION METROPOLITANA,PUENTE ALTO,COLISION,GABRIELA PONIENTE,LOS CIPRESES,-,-33.582485,-70.605562,1,1,0,0,0,0
-7859347.96480724,-3972802.2351219,193,REGION METROPOLITANA,PUENTE ALTO,COLISION,GABRIELA PONIENTE,VICUÑA,-,-33.581927,-70.601724,1,0,0,0,0,0
-7856584.56976779,-3977260.30886023,194,REGION METROPOLITANA,PUENTE ALTO,COLISION,GENARO SALINAS,ANDRES BELLO,-,-33.615284,-70.5769,1,0,0,0,0,0
-7857335.86501115,-3975377.00772851,195,REGION METROPOLITANA,PUENTE ALTO,COLISION,INDEPENDENCIA,COQUIMBO,-,-33.601194,-70.583649,1,0,1,0,0,1
-7857215.75128059,-3975355.62353545,196,REGION METROPOLITANA,PUENTE ALTO,COLISION,INDEPENDENCIA,JAVIERA,-,-33.601034,-70.58257,1,0,0,0,0,0
-7857215.75128059,-3975355.62353545,197,REGION METROPOLITANA,PUENTE ALTO,COLISION,JAVIERA,INDEPENDENCIA,-,-33.601034,-70.58257,1,0,0,0,0,0
-7857082.6131696,-3974472.75829749,198,REGION METROPOLITANA,PUENTE ALTO,COLISION,JORGE ROSS OSSA,-,255,-33.594428,-70.581374,1,0,1,0,0,1
-7858740.49434598,-3975071.21754069,199,REGION METROPOLITANA,PUENTE ALTO,COLISION,JORGE ROSS OSSA,-,1600,-33.598906,-70.596267,1,0,0,0,0,0
-7858212.28336217,-3973701.67640584,200,REGION METROPOLITANA,PUENTE ALTO,COLISION,JUAN DE DIOS MALEBRAN,ARQTO EUGENIO CERDA,-,-33.588658,-70.591522,1,0,1,0,0,1
-7858046.63995987,-3974629.65371827,201,REGION METROPOLITANA,PUENTE ALTO,COLISION,JUAN DE DIOS MALEBRAN,JORGE ROSS OSSA,-,-33.595602,-70.590034,1,0,0,0,0,0
-7858272.61852618,-3972917.28379292,202,REGION METROPOLITANA,PUENTE ALTO,COLISION,JUAN DE DIOS MALEBRAN,MIGUEL ANGEL,-,-33.582788,-70.592064,1,0,0,0,0,0
-7858762.75824414,-3979093.91606656,203,REGION METROPOLITANA,PUENTE ALTO,COLISION,LA PRIMAVERA,4 ORIENTE,-,-33.629,-70.596467,1,0,1,0,0,1
-7859770.08831633,-3974425.31589483,204,REGION METROPOLITANA,PUENTE ALTO,COLISION,LA PRIMAVERA,TRIWE ORIENTE,-,-33.594073,-70.605516,1,0,1,0,1,0
-7856652.80861565,-3974436.54168515,205,REGION METROPOLITANA,PUENTE ALTO,COLISION,LAS NIEVES ORIENTE,-,111,-33.594157,-70.577513,1,0,1,0,0,1
-7854360.07238327,-3973513.79147512,206,REGION METROPOLITANA,PUENTE ALTO,COLISION,LAS NIEVES ORIENTE,ANGEL PIMENTEL,-,-33.587252,-70.556917,1,0,0,0,0,0
-7850398.43434492,-3974831.99048875,207,REGION METROPOLITANA,PUENTE ALTO,COLISION,LOS CASTAÑOS,-,1638,-33.597116,-70.521329,1,0,0,0,0,0
-7858458.18811733,-3973960.39068122,208,REGION METROPOLITANA,PUENTE ALTO,COLISION,LOS MAÑIOS,LOS MANGOS,-,-33.590594,-70.593731,1,0,1,0,0,1
-7854338.03112409,-3970736.49838981,209,REGION METROPOLITANA,PUENTE ALTO,COLISION,LOS TOROS,-,5526,-33.566466,-70.556719,1,0,1,1,0,0
-7854150.23514312,-3970714.45481471,210,REGION METROPOLITANA,PUENTE ALTO,COLISION,LOS TOROS,CAMILO HENRIQUEZ,-,-33.566301,-70.555032,1,0,1,0,0,1
-7855917.76601794,-3970927.94527116,211,REGION METROPOLITANA,PUENTE ALTO,COLISION,LOS TOROS,JOSEFA PORTALES,-,-33.567899,-70.57091,1,0,0,0,0,0
-7856975.18986098,-3973352.90240326,212,REGION METROPOLITANA,PUENTE ALTO,COLISION,LUIS MATTE LARRAIN,CONCHA Y TORO,-,-33.586048,-70.580409,1,0,0,0,0,0
-7859283.95610004,-3973645.41751013,213,REGION METROPOLITANA,PUENTE ALTO,COLISION,LUIS MATTE LARRAIN,CRETA,-,-33.588237,-70.601149,1,0,0,0,0,0
-7858790.81075582,-3973561.63101756,214,REGION METROPOLITANA,PUENTE ALTO,COLISION,LUIS MATTE LARRAIN,EJERCITO LIBERTADOR,-,-33.58761,-70.596719,1,0,0,0,0,0
-7858181.89314118,-3973464.34858118,215,REGION METROPOLITANA,PUENTE ALTO,COLISION,LUIS MATTE LARRAIN,JUAN DE DIOS MALEBRAN,-,-33.586882,-70.591249,1,0,0,0,0,0
-7854437.55074886,-3973151.39334393,216,REGION METROPOLITANA,PUENTE ALTO,COLISION,LUIS MATTE LARRAIN,LAS NIEVES ORIENTE,-,-33.58454,-70.557613,1,0,1,0,1,0
-7855059.7153829,-3973253.48370042,217,REGION METROPOLITANA,PUENTE ALTO,COLISION,LUIS MATTE LARRAIN,MEXICO,-,-33.585304,-70.563202,1,0,0,0,0,0
-7858347.53654348,-3973490.80718454,218,REGION METROPOLITANA,PUENTE ALTO,COLISION,LUIS MATTE LARRAIN,SALTO DEL LAJA,-,-33.58708,-70.592737,1,0,1,1,0,0
-7855162.12931443,-3973258.82877016,219,REGION METROPOLITANA,PUENTE ALTO,COLISION,LUIS MATTE LARRAIN,TRONCAL SAN FRANCISCO,-,-33.585344,-70.564122,1,0,0,0,0,0
-7856061.14552208,-3972884.81349424,220,REGION METROPOLITANA,PUENTE ALTO,COLISION,MAESTRO PALOMO,GERMAN EBBINGHAUSS,-,-33.582545,-70.572198,1,0,0,0,0,0
-7856461.56173046,-3972891.36099566,221,REGION METROPOLITANA,PUENTE ALTO,COLISION,MAESTRO PALOMO,MIGUEL COVARRUBIAS,-,-33.582594,-70.575795,1,0,0,0,0,0
-7856609.39401424,-3975600.47491977,222,REGION METROPOLITANA,PUENTE ALTO,COLISION,MEXICO,EL PEÑON,-,-33.602866,-70.577123,1,0,1,0,0,1
-7855470.15034546,-3970841.64014277,223,REGION METROPOLITANA,PUENTE ALTO,COLISION,MEXICO,LOS TOROS,-,-33.567253,-70.566889,1,0,1,0,0,1
-7855059.7153829,-3973253.48370042,224,REGION METROPOLITANA,PUENTE ALTO,COLISION,MEXICO,LUIS MATTE LARRAIN,-,-33.585304,-70.563202,2,0,1,1,0,0
-7855155.56146448,-3972270.5674968,225,REGION METROPOLITANA,PUENTE ALTO,COLISION,MEXICO,VALLE CENTRAL,-,-33.577948,-70.564063,1,0,1,0,0,1
-7856181.14793316,-3974373.99813546,226,REGION METROPOLITANA,PUENTE ALTO,COLISION,NEMESIO VICUÑA,LAS NIEVES ORIENTE,-,-33.593689,-70.573276,1,0,1,0,0,1
-7855964.74284305,-3975693.49842499,227,REGION METROPOLITANA,PUENTE ALTO,COLISION,NEMESIO VICUÑA,PROFE ALCAINO,-,-33.603562,-70.571332,1,0,1,0,0,1
-7855675.2008475,-3972943.47389468,228,REGION METROPOLITANA,PUENTE ALTO,COLISION,NONATO COO,-,2950,-33.582984,-70.568731,1,0,1,0,0,1
-7855374.19294439,-3974926.7451909,229,REGION METROPOLITANA,PUENTE ALTO,COLISION,NONATO COO,EL COMPAS,-,-33.597825,-70.566027,1,0,0,0,0,0
-7856078.40004315,-3970955.60045664,230,REGION METROPOLITANA,PUENTE ALTO,COLISION,NONATO COO,LOS TOROS,-,-33.568106,-70.572353,1,0,0,0,0,0
-7855666.96320518,-3972863.43392363,231,REGION METROPOLITANA,PUENTE ALTO,COLISION,NONATO COO,MAESTRO PALOMO,-,-33.582385,-70.568657,1,0,1,0,0,1
-7855984.89167089,-3971568.44034938,232,REGION METROPOLITANA,PUENTE ALTO,COLISION,NONATO COO,PARQUE COUSIÑO MACUL,-,-33.572693,-70.571513,2,0,1,0,1,0
-7855919.54712979,-3975984.87001046,233,REGION METROPOLITANA,PUENTE ALTO,COLISION,OLIVILLO,NEMESIO VICUÑA,-,-33.605742,-70.570926,1,0,1,1,0,0
-7854430.53762094,-3972291.27789042,234,REGION METROPOLITANA,PUENTE ALTO,COLISION,PABLO NERUDA,MARCELA PAZ,-,-33.578103,-70.55755,1,0,1,0,1,0
-7853371.33266604,-3973872.45924831,235,REGION METROPOLITANA,PUENTE ALTO,COLISION,PUKARA DE LASANA,-,2704,-33.589936,-70.548035,1,0,1,0,0,1
-7860006.53091478,-3978442.5750936,236,REGION METROPOLITANA,PUENTE ALTO,COLISION,SAMO ALTO,SAN GUILLERMO,-,-33.624128,-70.60764,1,0,1,1,0,0
-7855952.49769907,-3974867.40647103,237,REGION METROPOLITANA,PUENTE ALTO,COLISION,SAN CARLOS,16 DE AGOSTO,-,-33.597381,-70.571222,1,0,0,0,0,0
-7856712.36454322,-3974944.7874298,238,REGION METROPOLITANA,PUENTE ALTO,COLISION,SAN CARLOS,CONCHA Y TORO,-,-33.59796,-70.578048,1,0,0,0,0,0
-7856609.39401424,-3975600.47491977,239,REGION METROPOLITANA,PUENTE ALTO,COLISION,SAN CARLOS,VICE PDTE BERNARDO LEIGHTON,-,-33.602866,-70.577123,1,0,0,0,0,0
-7856633.88430221,-3974145.07560087,240,REGION METROPOLITANA,PUENTE ALTO,COLISION,SAN HUGO,SAN JORGE,-,-33.591976,-70.577343,1,0,0,0,0,0
-7853753.38115844,-3971042.17363985,241,REGION METROPOLITANA,PUENTE ALTO,COLISION,SANCHEZ FONTECILLA,CERRO GRANITO,-,-33.568754,-70.551467,1,0,0,0,0,0
-7860430.76949419,-3978012.51237845,242,REGION METROPOLITANA,PUENTE ALTO,COLISION,SGTO MENADIER,ESTACION VALDIVIA,-,-33.620911,-70.611451,1,0,1,0,0,1
-7856202.18731691,-3976233.20995691,243,REGION METROPOLITANA,PUENTE ALTO,COLISION,STA ELENA,JOSE MANUEL IRARRAZAVAL,-,-33.6076,-70.573465,1,0,1,1,0,0
-7862201.08335627,-3978041.92243499,244,REGION METROPOLITANA,PUENTE ALTO,COLISION,STA ROSA,APOSTOL TOMAS,-,-33.621131,-70.627354,1,0,1,1,0,0
-7856908.06420804,-3976065.19897698,245,REGION METROPOLITANA,PUENTE ALTO,COLISION,TOCORNAL GREZ,ERNESTO ALVEAR,-,-33.606343,-70.579806,1,0,1,0,0,1
-7856643.79173689,-3977831.90954116,246,REGION METROPOLITANA,PUENTE ALTO,COLISION,TOCORNAL GREZ,SALVADOR ALLENDE,-,-33.61956,-70.577432,1,0,1,0,1,0
-7854550.76267099,-3973550.94059979,247,REGION METROPOLITANA,PUENTE ALTO,COLISION,TRONCAL SAN FRANCISCO,ANGEL PIMENTEL,-,-33.58753,-70.55863,1,0,1,1,0,0
-7855679.65362713,-3972766.55824107,248,REGION METROPOLITANA,PUENTE ALTO,COLISION,TRONCAL SAN FRANCISCO,NONATO COO,-,-33.58166,-70.568771,2,0,1,1,0,0
-7857242.57927787,-3975958.6729977,249,REGION METROPOLITANA,PUENTE ALTO,COLISION,TTE BELLO,COQUIMBO,-,-33.605546,-70.582811,1,0,1,0,1,0
-7856609.39401424,-3975600.47491977,250,REGION METROPOLITANA,PUENTE ALTO,OTRO TIPO,DOMINGO TOCORNAL,CONCHA Y TORO,-,-33.602866,-70.577123,1,0,0,0,0,0
-7856592.02817367,-3976888.83709257,251,REGION METROPOLITANA,PUENTE ALTO,OTRO TIPO,STO DOMINGO,EYZAGUIRRE,-,-33.612505,-70.576967,1,0,1,0,0,1
-7859742.14712414,-3978303.94261694,252,REGION METROPOLITANA,PUENTE ALTO,VOLCADURA, ,EL RODEO,-,-33.623091,-70.605265,1,0,1,0,0,1
-7854059.73239711,-3971180.98601043,253,REGION METROPOLITANA,PUENTE ALTO,VOLCADURA,CAMILO HENRIQUEZ,-,3691,-33.569793,-70.554219,1,0,1,1,0,0
-7847826.06355167,-3974920.5974715,254,REGION METROPOLITANA,PUENTE ALTO,VOLCADURA,CAMINO AL VOLCAN,-,5109,-33.597779,-70.498221,1,0,1,1,0,0
-7856687.65161626,-3975542.0683038,255,REGION METROPOLITANA,PUENTE ALTO,VOLCADURA,CONCHA Y TORO,-,950,-33.602429,-70.577826,1,0,1,0,0,1
-7855999.14056571,-3972558.77934946,256,REGION METROPOLITANA,PUENTE ALTO,VOLCADURA,EL PEÑON,TRONCAL SAN FRANCISCO,-,-33.580105,-70.571641,1,0,1,0,1,0
-7856421.15275531,-3972134.01344543,257,REGION METROPOLITANA,PUENTE ALTO,VOLCADURA,GABRIELA ORIENTE,-,75,-33.576926,-70.575432,1,0,1,0,0,1
-7857149.96146153,-3972453.35470692,258,REGION METROPOLITANA,PUENTE ALTO,VOLCADURA,GABRIELA PONIENTE,EL PEÑON,-,-33.579316,-70.581979,1,0,1,1,0,0
-7874509.90209227,-3944702.83430331,259,REGION METROPOLITANA,QUILICURA,ATROPELLO,AMERICO VESPUCIO,GRAL SAN MARTIN,-,-33.37138,-70.737926,1,0,0,0,0,0
-7874707.16022995,-3942597.99653248,260,REGION METROPOLITANA,QUILICURA,ATROPELLO,RIGOBERTO JARA,-,51,-33.355588,-70.739698,1,0,1,0,0,1
-7869970.84985517,-3943932.40229612,261,REGION METROPOLITANA,QUILICURA,CHOQUE,AMERICO VESPUCIO,-,2000,-33.3656,-70.697151,1,1,0,0,0,0
-7869910.73733014,-3943939.46657855,262,REGION METROPOLITANA,QUILICURA,CHOQUE,AMERICO VESPUCIO,PDTE EDUARDO FREI MONTALVA,-,-33.365653,-70.696611,1,0,0,0,0,0
-7872785.3405409,-3940092.20216041,263,REGION METROPOLITANA,QUILICURA,CHOQUE,SAN IGNACIO,-,110,-33.336784,-70.722434,1,0,1,1,0,0
-7872472.42145228,-3945033.68258176,264,REGION METROPOLITANA,QUILICURA,COLISION,ALC JUAN LARENAS,AMERICO VESPUCIO,-,-33.373862,-70.719623,1,0,1,0,0,1
-7871784.57831867,-3944975.83010665,265,REGION METROPOLITANA,QUILICURA,COLISION,AMERICO VESPUCIO,-,1670,-33.373428,-70.713444,1,0,0,0,0,0
-7871018.36626353,-3944473.29886067,266,REGION METROPOLITANA,QUILICURA,COLISION,AMERICO VESPUCIO,-,1842,-33.369658,-70.706561,1,0,0,0,0,0
-7875108.35567477,-3944782.54628072,267,REGION METROPOLITANA,QUILICURA,COLISION,AMERICO VESPUCIO,COLO COLO,-,-33.371978,-70.743302,1,0,0,0,0,0
-7872061.98648972,-3945036.4819024,268,REGION METROPOLITANA,QUILICURA,COLISION,AMERICO VESPUCIO,FILOMENA GARATE,-,-33.373883,-70.715936,1,0,1,0,0,1
-7874509.90209227,-3944702.83430331,269,REGION METROPOLITANA,QUILICURA,COLISION,AMERICO VESPUCIO,GRAL SAN MARTIN,-,-33.37138,-70.737926,1,0,1,1,0,0
-7870970.72152148,-3944532.74837089,270,REGION METROPOLITANA,QUILICURA,COLISION,AMERICO VESPUCIO,LUIS OLEA,-,-33.370104,-70.706133,1,0,0,0,0,0
-7872889.09030632,-3942371.43469029,271,REGION METROPOLITANA,QUILICURA,COLISION,ANTUMALAL,ANTUPILLAN,-,-33.353888,-70.723366,1,0,0,0,0,0
-7872974.13839728,-3945958.69488815,272,REGION METROPOLITANA,QUILICURA,COLISION,ARANJUEZ PONIENTE,-,355,-33.380801,-70.72413,1,0,0,0,0,0
-7876809.98541104,-3945003.42330186,273,REGION METROPOLITANA,QUILICURA,COLISION,CAMINO LO ECHEVERS,ANTILLANCA,-,-33.373635,-70.758588,2,0,2,2,0,0
-7872754.39372246,-3944218.17594765,274,REGION METROPOLITANA,QUILICURA,COLISION,CARAMPANGUE,HUMBERTO CARO,-,-33.367744,-70.722156,1,0,0,0,0,0
-7871450.73116578,-3944322.54373365,275,REGION METROPOLITANA,QUILICURA,COLISION,CARAMPANGUE,LA CONQUISTA,-,-33.368527,-70.710445,1,0,1,0,0,1
-7877184.24153908,-3943525.61351709,276,REGION METROPOLITANA,QUILICURA,COLISION,COLO COLO,-,221,-33.362548,-70.76195,1,0,0,0,0,0
-7873432.66337986,-3945995.88888495,277,REGION METROPOLITANA,QUILICURA,COLISION,COND VALLE LO CAMPINO,LAS TORRES,-,-33.38108,-70.728249,1,0,1,0,0,1
-7874597.95580948,-3944639.1184345,278,REGION METROPOLITANA,QUILICURA,COLISION,GRAL SAN MARTIN,INTEN SAAVEDRA,-,-33.370902,-70.738717,1,0,0,0,0,0
-7874511.9058431,-3944077.420881,279,REGION METROPOLITANA,QUILICURA,COLISION,GRAL SAN MARTIN,SAN LUIS,-,-33.366688,-70.737944,1,0,1,0,0,1
-7874759.8143491,-3944642.31754927,280,REGION METROPOLITANA,QUILICURA,COLISION,INTEN SAAVEDRA,CAMILO HENRIQUEZ,-,-33.370926,-70.740171,1,0,1,0,0,1
-7874597.95580948,-3944639.1184345,281,REGION METROPOLITANA,QUILICURA,COLISION,INTEN SAAVEDRA,GRAL SAN MARTIN,-,-33.370902,-70.738717,1,0,0,0,0,0
-7873872.59800748,-3944261.3625038,282,REGION METROPOLITANA,QUILICURA,COLISION,JOSE FRANCISCO VERGARA,RAIMUNDO ROMO,-,-33.368068,-70.732201,1,0,0,0,0,0
-7872151.7099993,-3941409.52903466,283,REGION METROPOLITANA,QUILICURA,COLISION,LAS ESTERAS SUR,-,2501,-33.34667,-70.716742,1,0,1,0,0,1
-7872024.24918234,-3943798.58160785,284,REGION METROPOLITANA,QUILICURA,COLISION,LAS TORRES,PIEDRA ROJA,-,-33.364596,-70.715597,1,0,0,0,0,0
-7873532.18300463,-3942897.59804553,285,REGION METROPOLITANA,QUILICURA,COLISION,LIBER BERNARDO O'HIGGINS,LO MARCOLETA,-,-33.357836,-70.729143,1,0,1,0,0,1
-7873866.58675497,-3943060.46296874,286,REGION METROPOLITANA,QUILICURA,COLISION,LO BASCUÑAN,DEL RODEO,-,-33.359058,-70.732147,1,0,0,0,0,0
-7872605.44824377,-3942851.08466976,287,REGION METROPOLITANA,QUILICURA,COLISION,LO CRUZAT,LO MARCOLETA,-,-33.357487,-70.720818,1,0,1,0,1,0
-7873699.27356031,-3942902.26272102,288,REGION METROPOLITANA,QUILICURA,COLISION,LO MARCOLETA,DEL TRIGAL,-,-33.357871,-70.730644,2,0,2,0,0,2
-7870829.67972664,-3942784.58019571,289,REGION METROPOLITANA,QUILICURA,COLISION,LO MARCOLETA,PDTE EDUARDO FREI MONTALVA,-,-33.356988,-70.704866,1,0,1,0,0,1
-7876303.8156864,-3943445.24376543,290,REGION METROPOLITANA,QUILICURA,COLISION,LO MARCOLETA,SAN LUIS,-,-33.361945,-70.754041,1,0,1,0,0,1
-7872163.73250431,-3943144.42859342,291,REGION METROPOLITANA,QUILICURA,COLISION,LOS AMERINDIOS,LOS ASIATICOS,-,-33.359688,-70.71685,1,0,0,0,0,0
-7872648.97416468,-3944054.22844873,292,REGION METROPOLITANA,QUILICURA,COLISION,MANUEL ANTONIO MATTA,LO CRUZAT,-,-33.366514,-70.721209,1,0,0,0,0,0
-7876403.89190862,-3945119.12881612,293,REGION METROPOLITANA,QUILICURA,COLISION,OJOS DEL SALADO,CAMINO LO ECHEVERS,-,-33.374503,-70.75494,1,0,1,0,0,1
-7872100.16907506,-3939192.17252215,294,REGION METROPOLITANA,QUILICURA,COLISION,PDTE EDUARDO FREI MONTALVA,-,27550,-33.330029,-70.716279,1,1,0,0,0,0
